order_id,product_id,unit_price,quantity,discount,total_price,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_postal_code,ship_country,order_year,order_month,order_day,company_name,contact_name,contact_title,address,city,postal_code,country,order_count,customer_segment,AvgOrderValue,product_name,supplier_id,category_id,quantity_per_unit,unit_price_y,units_in_stock,units_on_order,reorder_level,discontinued,price_segment,category_name,description
10253,39,14.4,42,0.0,604.8000000000001,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,05454-876,Brazil,1996,7,10,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,05454-876,Brazil,14.0,Loyal,1026.2928125,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10253,49,16.0,40,0.0,640.0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,05454-876,Brazil,1996,7,10,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,05454-876,Brazil,14.0,Loyal,1026.2928125,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,Standard,Confections,"Desserts, candies, and sweet breads"
10254,24,3.6,15,0.15,45.9,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,7,11,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10254,55,19.2,21,0.15,342.71999999999997,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,7,11,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Pâté chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0,Standard,Meat/Poultry,Prepared meats
10254,74,8.0,21,0.0,168.0,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,7,11,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0,Economy,Produce,Dried fruit and bean curd
10255,2,15.2,20,0.0,304.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,1204,Switzerland,1996,7,12,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,1203,Switzerland,10.0,Regular,644.7926333333334,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10255,16,13.9,35,0.0,486.5,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,1204,Switzerland,1996,7,12,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,1203,Switzerland,10.0,Regular,644.7926333333334,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Economy,Confections,"Desserts, candies, and sweet breads"
10255,36,15.2,25,0.0,380.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,1204,Switzerland,1996,7,12,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,1203,Switzerland,10.0,Regular,644.7926333333334,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0,Economy,Seafood,Seaweed and fish
10255,59,44.0,30,0.0,1320.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,1204,Switzerland,1996,7,12,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,1203,Switzerland,10.0,Regular,644.7926333333334,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0,Luxury,Dairy Products,Cheeses
10256,53,26.2,15,0.0,393.0,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,08737-363,Brazil,1996,7,15,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,08737-363,Brazil,9.0,Regular,319.37894736842105,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,Standard,Meat/Poultry,Prepared meats
10256,77,10.4,12,0.0,124.80000000000001,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,08737-363,Brazil,1996,7,15,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,08737-363,Brazil,9.0,Regular,319.37894736842105,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,32,0,15,0,Economy,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10257,27,35.1,25,0.0,877.5,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,1996,7,16,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,18.0,Loyal,505.97253333333333,Schoggi Schokolade,11,3,100 - 100 g pieces,43.9,49,0,30,0,Standard,Confections,"Desserts, candies, and sweet breads"
10257,39,14.4,6,0.0,86.4,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,1996,7,16,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,18.0,Loyal,505.97253333333333,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10257,77,10.4,15,0.0,156.0,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,1996,7,16,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,5022,Venezuela,18.0,Loyal,505.97253333333333,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,32,0,15,0,Economy,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10258,2,15.2,50,0.2,608.0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,17,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10258,5,17.0,65,0.2,884.0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,17,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10258,32,25.6,6,0.2,122.88000000000002,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,17,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,9,40,25,0,Standard,Dairy Products,Cheeses
10259,21,8.0,10,0.0,80.0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,05022,Mexico,1996,7,18,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Sierras de Granada 9993,México D.F.,05022,Mexico,1.0,New,50.4,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0,Economy,Confections,"Desserts, candies, and sweet breads"
10259,37,20.8,1,0.0,20.8,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,05022,Mexico,1996,7,18,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Sierras de Granada 9993,México D.F.,05022,Mexico,1.0,New,50.4,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,Standard,Seafood,Seaweed and fish
10260,41,7.7,16,0.25,92.4,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,50739,Germany,1996,7,19,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,50739,Germany,10.0,Regular,430.9034482758621,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,Economy,Seafood,Seaweed and fish
10260,57,15.6,50,0.0,780.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,50739,Germany,1996,7,19,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,50739,Germany,10.0,Regular,430.9034482758621,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0,Economy,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10260,62,39.4,15,0.25,443.25,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,50739,Germany,1996,7,19,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,50739,Germany,10.0,Regular,430.9034482758621,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0,Standard,Confections,"Desserts, candies, and sweet breads"
10260,70,12.0,21,0.25,189.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,50739,Germany,1996,7,19,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,50739,Germany,10.0,Regular,430.9034482758621,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10261,21,8.0,20,0.0,160.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,1996,7,19,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,9.0,Regular,277.7004166666667,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0,Economy,Confections,"Desserts, candies, and sweet breads"
10261,35,14.4,20,0.0,288.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,1996,7,19,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,9.0,Regular,277.7004166666667,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10262,5,17.0,12,0.2,163.20000000000002,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,87110,USA,1996,7,22,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,87110,USA,18.0,Loyal,719.6873309859154,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10262,7,24.0,15,0.0,360.0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,87110,USA,1996,7,22,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,87110,USA,18.0,Loyal,719.6873309859154,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,30.0,15,0,10,0,Standard,Produce,Dried fruit and bean curd
10262,56,30.4,2,0.0,60.8,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,87110,USA,1996,7,22,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,87110,USA,18.0,Loyal,719.6873309859154,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0,Standard,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10263,16,13.9,60,0.25,625.5,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,23,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Economy,Confections,"Desserts, candies, and sweet breads"
10263,24,3.6,28,0.0,100.8,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,23,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10263,30,20.7,60,0.25,931.5,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,23,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0,Standard,Seafood,Seaweed and fish
10263,74,8.0,36,0.25,216.0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,7,23,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0,Economy,Produce,Dried fruit and bean curd
10264,2,15.2,35,0.0,532.0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,S-844 67,Sweden,1996,7,24,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,S-844 67,Sweden,19.0,Loyal,657.0569444444444,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10264,41,7.7,25,0.15,163.625,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,S-844 67,Sweden,1996,7,24,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,S-844 67,Sweden,19.0,Loyal,657.0569444444444,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,Economy,Seafood,Seaweed and fish
10265,17,31.2,30,0.0,936.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,7,25,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Alice Mutton,7,6,20 - 1 kg tins,39.0,0,0,0,1,Standard,Meat/Poultry,Prepared meats
10265,70,12.0,20,0.0,240.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,7,25,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10266,12,30.4,12,0.05,346.55999999999995,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,90110,Finland,1996,7,26,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,15.0,Loyal,422.9379054054054,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,38.0,86,0,0,0,Standard,Dairy Products,Cheeses
10267,40,14.7,50,0.0,735.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,80805,Germany,1996,7,29,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,80805,Germany,15.0,Loyal,555.3449895833334,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,123,0,30,0,Economy,Seafood,Seaweed and fish
10267,59,44.0,70,0.15,2618.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,80805,Germany,1996,7,29,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,80805,Germany,15.0,Loyal,555.3449895833334,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0,Luxury,Dairy Products,Cheeses
10267,76,14.4,15,0.15,183.6,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,80805,Germany,1996,7,29,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,80805,Germany,15.0,Loyal,555.3449895833334,Lakkalikööri,23,1,500 ml,18.0,57,0,20,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10268,29,99.0,10,0.0,990.0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,1996,7,30,GROSELLA-Restaurante,Manuel Pereira,Owner,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,2.0,New,372.175,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Luxury,Meat/Poultry,Prepared meats
10268,72,27.8,4,0.0,111.2,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,1996,7,30,GROSELLA-Restaurante,Manuel Pereira,Owner,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,2.0,New,372.175,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,Standard,Dairy Products,Cheeses
10269,33,2.0,60,0.05,114.0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,98124,USA,1996,7,31,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,14.0,Loyal,684.090125,Geitost,15,4,500 g,2.5,112,0,20,0,Economy,Dairy Products,Cheeses
10269,72,27.8,20,0.05,528.1999999999999,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,98124,USA,1996,7,31,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,14.0,Loyal,684.090125,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,Standard,Dairy Products,Cheeses
10270,36,15.2,30,0.0,456.0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,90110,Finland,1996,8,1,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,15.0,Loyal,422.9379054054054,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0,Economy,Seafood,Seaweed and fish
